,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수,date,month,rate,weekday,min_c,max_c,rain,snow,PM,state
8417,2019-08-05,11,AM,100777,202274,뷰티플렉스 풍기인견 원피스 2종(8월),속옷,29900,60.0,166852000.0,5581.0,2019-08-05,8.0,0.042,월,25.6,35.9,0.0,0.0,39.04,보통
8428,2019-08-05,12,PM,100531,201605,무이자 휴롬 퀵스퀴저,주방,80000,60.0,11411000.0,143.0,2019-08-05,8.0,0.022000000000000002,월,25.6,35.9,0.0,0.0,39.04,보통
8429,2019-08-05,12,PM,100531,201607,일시불 휴롬퀵스퀴저,주방,74000,60.0,49103000.0,664.0,2019-08-05,8.0,0.022000000000000002,월,25.6,35.9,0.0,0.0,39.04,보통
8390,2019-08-05,14,PM,100455,201402,NNF 쉬폰 썸머 앙상블세트,의류,29000,60.0,84500000.0,2914.0,2019-08-05,8.0,0.042,월,25.6,35.9,0.0,0.0,39.04,보통
8391,2019-08-05,15,PM,100731,202132,월드컵 남성 에어러닝화+아쿠아트레킹화,잡화,34800,60.0,62510000.0,1797.0,2019-08-05,8.0,0.042,월,25.6,35.9,0.0,0.0,39.04,보통
8392,2019-08-05,15,PM,100731,202141,월드컵 여성 에어러닝화+아쿠아트레킹화,잡화,34800,60.0,53128000.0,1527.0,2019-08-05,8.0,0.042,월,25.6,35.9,0.0,0.0,39.04,보통
8393,2019-08-05,16,PM,100832,202444,청정수산 완도활전복 35미,농수축,59900,60.0,112658000.0,1881.0,2019-08-05,8.0,0.034,월,25.6,35.9,0.0,0.0,39.04,보통
8394,2019-08-05,17,PM,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,55900,60.0,146515000.0,2622.0,2019-08-05,8.0,0.038,월,25.6,35.9,0.0,0.0,39.04,보통
8397,2019-08-05,18,PM,100166,200576,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,60.0,125633000.0,4066.0,2019-08-05,8.0,0.028999999999999998,월,25.6,35.9,0.0,0.0,39.04,보통
8398,2019-08-05,18,PM,100166,200578,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,60.0,17033000.0,552.0,2019-08-05,8.0,0.028999999999999998,월,25.6,35.9,0.0,0.0,39.04,보통
8401,2019-08-05,19,PM,100618,201917,헤드 파이로라이트 드로즈 10종 패키지(7월),속옷,59000,60.0,103759000.0,1759.0,2019-08-05,8.0,0.047,월,25.6,35.9,0.0,0.0,39.04,보통
8402,2019-08-05,19,PM,100618,201920,헤드 파이로라이트 트렁크 8종 패키지(7월),속옷,59000,60.0,30761000.0,522.0,2019-08-05,8.0,0.047,월,25.6,35.9,0.0,0.0,39.04,보통
8404,2019-08-05,20,PM,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,128000,60.0,7698000.0,61.0,2019-08-05,8.0,0.017,월,25.6,35.9,0.0,0.0,39.04,보통
8405,2019-08-05,20,PM,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,167000,60.0,51566000.0,309.0,2019-08-05,8.0,0.017,월,25.6,35.9,0.0,0.0,39.04,보통
8406,2019-08-05,20,PM,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,122000,60.0,24984000.0,205.0,2019-08-05,8.0,0.017,월,25.6,35.9,0.0,0.0,39.04,보통
8407,2019-08-05,20,PM,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,159000,60.0,69152000.0,435.0,2019-08-05,8.0,0.017,월,25.6,35.9,0.0,0.0,39.04,보통
8409,2019-08-05,21,PM,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,548000,60.0,44309000.0,81.0,2019-08-05,8.0,0.011000000000000001,월,25.6,35.9,0.0,0.0,39.04,보통
8410,2019-08-05,21,PM,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,598000,60.0,53506000.0,90.0,2019-08-05,8.0,0.011000000000000001,월,25.6,35.9,0.0,0.0,39.04,보통
8411,2019-08-05,21,PM,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,648000,60.0,54249000.0,84.0,2019-08-05,8.0,0.011000000000000001,월,25.6,35.9,0.0,0.0,39.04,보통
8413,2019-08-05,22,PM,100837,202467,무이자 쿠쿠전기밥솥 10인용(CRP-QS107FG/FS),주방,218000,60.0,93100000.0,428.0,2019-08-05,8.0,0.027999999999999997,월,25.6,35.9,0.0,0.0,39.04,보통
8414,2019-08-05,22,PM,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,208000,60.0,16133000.0,78.0,2019-08-05,8.0,0.027999999999999997,월,25.6,35.9,0.0,0.0,39.04,보통
8415,2019-08-05,22,PM,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,198000,60.0,19181000.0,97.0,2019-08-05,8.0,0.027999999999999997,월,25.6,35.9,0.0,0.0,39.04,보통
8416,2019-08-05,22,PM,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,208000,60.0,64762000.0,312.0,2019-08-05,8.0,0.027999999999999997,월,25.6,35.9,0.0,0.0,39.04,보통
8418,2019-08-05,23,PM,100574,201682,무이자 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),가전,1669000,60.0,35275000.0,22.0,2019-08-05,8.0,0.040999999999999995,월,25.6,35.9,0.0,0.0,39.04,보통
8419,2019-08-05,23,PM,100574,201735,일시불 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+선풍기),가전,1519000,60.0,68000000.0,45.0,2019-08-05,8.0,0.040999999999999995,월,25.6,35.9,0.0,0.0,39.04,보통
8456,2019-08-06,0,AM,100721,202111,로베르타 디 까메리노 풀 바스트 업 지퍼브라팬티,속옷,89900,60.0,83107000.0,925.0,2019-08-06,8.0,0.08,화,27.9,36.8,0.0,0.0,28.52,좋음
8430,2019-08-06,1,AM,100416,201320,코몽트 남성 프린트티셔츠8종,의류,39900,55.66666666666666,51599000.0,1294.0,2019-08-06,8.0,0.057999999999999996,화,27.9,36.8,0.0,0.0,28.52,좋음
8437,2019-08-06,6,AM,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,속옷,29900,60.0,66424000.0,2222.0,2019-08-06,8.0,0.026000000000000002,화,27.9,36.8,0.0,0.0,28.52,좋음
8439,2019-08-06,7,AM,100766,202239,참존 탑뉴스 지이링클 기초세트,이미용,59000,60.0,77126000.0,1308.0,2019-08-06,8.0,0.0,화,27.9,36.8,0.0,0.0,28.52,좋음
8441,2019-08-06,8,AM,100102,200282,무이자 락앤락 유로오븐글라스 세트,주방,69800,60.0,12386000.0,178.0,2019-08-06,8.0,0.018000000000000002,화,27.9,36.8,0.0,0.0,28.52,좋음
8442,2019-08-06,8,AM,100102,200285,일시불 락앤락 유로오븐글라스 세트,주방,64800,60.0,65055000.0,1004.0,2019-08-06,8.0,0.018000000000000002,화,27.9,36.8,0.0,0.0,28.52,좋음
8447,2019-08-06,9,AM,100455,201402,NNF 쉬폰 썸머 앙상블세트,의류,29000,60.0,83250000.0,2871.0,2019-08-06,8.0,0.055999999999999994,화,27.9,36.8,0.0,0.0,28.52,좋음
8450,2019-08-06,10,AM,100352,201140,마르엘라로사티 휘메일 풀스킨 밍크 후드코트,의류,1590000,60.0,140766000.0,89.0,2019-08-06,8.0,0.02,화,27.9,36.8,0.0,0.0,28.52,좋음
8452,2019-08-06,11,AM,100018,200028,AAD 남성 소가죽 구름 샌들,잡화,29000,60.0,21710000.0,749.0,2019-08-06,8.0,0.026000000000000002,화,27.9,36.8,0.0,0.0,28.52,좋음
8453,2019-08-06,11,AM,100018,200032,AAD 여성 소가죽 구름 샌들,잡화,29000,60.0,65064000.0,2244.0,2019-08-06,8.0,0.026000000000000002,화,27.9,36.8,0.0,0.0,28.52,좋음
8457,2019-08-06,12,PM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,60.0,40106000.0,311.0,2019-08-06,8.0,0.10400000000000001,화,27.9,36.8,0.0,0.0,28.52,좋음
8458,2019-08-06,12,PM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,60.0,86755000.0,730.0,2019-08-06,8.0,0.10400000000000001,화,27.9,36.8,0.0,0.0,28.52,좋음
8431,2019-08-06,13,PM,100305,200984,오모떼 쉐이핑 브라팬티 10종(7월),속옷,59900,60.0,139419000.0,2328.0,2019-08-06,8.0,0.018000000000000002,화,27.9,36.8,0.0,0.0,28.52,좋음
8432,2019-08-06,14,PM,100822,202422,보코 풍기인견 블라우스,의류,39000,60.0,183796000.0,4713.0,2019-08-06,8.0,0.07200000000000001,화,27.9,36.8,0.0,0.0,28.52,좋음
8433,2019-08-06,15,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,165609000.0,1509.0,2019-08-06,8.0,0.045,화,27.9,36.8,0.0,0.0,28.52,좋음
8434,2019-08-06,16,PM,100545,201630,깐깐송도순 포기김치 10kg,농수축,38900,60.0,122003000.0,3137.0,2019-08-06,8.0,0.036000000000000004,화,27.9,36.8,0.0,0.0,28.52,좋음
8435,2019-08-06,16,PM,100545,201631,깐깐송도순 포기김치 8kg+ 백김치 2kg,농수축,38900,60.0,72672000.0,1869.0,2019-08-06,8.0,0.036000000000000004,화,27.9,36.8,0.0,0.0,28.52,좋음
8436,2019-08-06,17,PM,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,60.0,156673000.0,2803.0,2019-08-06,8.0,0.025,화,27.9,36.8,0.0,0.0,28.52,좋음
8438,2019-08-06,18,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,146779000.0,4751.0,2019-08-06,8.0,0.024,화,27.9,36.8,0.0,0.0,28.52,좋음
8440,2019-08-06,19,PM,100519,201586,해피콜IH양면팬,주방,99000,60.0,82352000.0,832.0,2019-08-06,8.0,0.048,화,27.9,36.8,0.0,0.0,28.52,좋음
8443,2019-08-06,20,PM,100149,200471,무이자 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,가전,2299000,60.0,46546000.0,21.0,2019-08-06,8.0,0.08,화,27.9,36.8,0.0,0.0,28.52,좋음
8444,2019-08-06,20,PM,100149,200474,무이자 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,가전,1989000,60.0,40317000.0,21.0,2019-08-06,8.0,0.08,화,27.9,36.8,0.0,0.0,28.52,좋음
8445,2019-08-06,20,PM,100149,200539,일시불 LG 휘센 씽큐 에어컨 2IN1형 FQ17V9KWA2,가전,2209000,60.0,22399000.0,11.0,2019-08-06,8.0,0.08,화,27.9,36.8,0.0,0.0,28.52,좋음
8446,2019-08-06,20,PM,100149,200542,일시불 LG 휘센 씽큐 에어컨 스탠드형FQ17V9KWA1,가전,1899000,60.0,0.0,0.0,2019-08-06,8.0,0.08,화,27.9,36.8,0.0,0.0,28.52,좋음
8448,2019-08-06,21,PM,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,60.0,143857000.0,96.0,2019-08-06,8.0,0.05,화,27.9,36.8,0.0,0.0,28.52,좋음
8449,2019-08-06,21,PM,100155,200556,일시불 LG전자 매직스페이스 냉장고,가전,1359000,60.0,156077000.0,115.0,2019-08-06,8.0,0.05,화,27.9,36.8,0.0,0.0,28.52,좋음
8451,2019-08-06,22,PM,100062,200151,대동모피 19 F/W 폭스 베스트,의류,149000,60.0,120609000.0,810.0,2019-08-06,8.0,0.052000000000000005,화,27.9,36.8,0.0,0.0,28.52,좋음
8454,2019-08-06,23,PM,100099,200275,라쉬반 뉴트로 에어 에디션 드로즈 패키지,속옷,119000,60.0,84177000.0,708.0,2019-08-06,8.0,0.036000000000000004,화,27.9,36.8,0.0,0.0,28.52,좋음
8455,2019-08-06,23,PM,100099,200276,라쉬반 레알마드리드 에디션 드로즈 패키지,속옷,119000,60.0,30674000.0,258.0,2019-08-06,8.0,0.036000000000000004,화,27.9,36.8,0.0,0.0,28.52,좋음
8506,2019-08-07,0,AM,100416,201320,코몽트 남성 프린트티셔츠8종,의류,39900,60.0,100917000.0,2530.0,2019-08-07,8.0,0.114,수,23.9,30.3,1.0,0.0,19.84,좋음
8459,2019-08-07,1,AM,100788,202338,루이띠에 순금 미라클 트리플 링 15g+골드바 1g,잡화,1720000,55.3,0.0,0.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8460,2019-08-07,1,AM,100788,202339,루이띠에 순금 샤이닝 러브 목걸이 35g+골드바 1g,잡화,3650000,55.3,0.0,0.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8461,2019-08-07,1,AM,100788,202340,루이띠에 순금 샤이닝 러브 팔찌 35g+골드바 1g,잡화,3650000,55.3,5810000.0,2.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8462,2019-08-07,1,AM,100788,202341,루이띠에 순금 신디스틱 목걸이 13g+골드바 1g,잡화,1590000,55.3,2559000.0,2.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8463,2019-08-07,1,AM,100788,202342,루이띠에 순금 신디스틱 팔찌 13g+골드바 1g,잡화,1590000,55.3,2558000.0,2.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8464,2019-08-07,1,AM,100788,202343,루이띠에 순금 크로스 트리플 목걸이 18g+골드바 1g,잡화,2030000,55.3,0.0,0.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8465,2019-08-07,1,AM,100788,202344,루이띠에 순금 크로스 트리플 팔찌 18g+골드바 1g,잡화,2030000,55.3,0.0,0.0,2019-08-07,8.0,0.075,수,23.9,30.3,1.0,0.0,19.84,좋음
8482,2019-08-07,6,AM,100822,202422,보코 풍기인견 블라우스,의류,39000,60.0,46660000.0,1197.0,2019-08-07,8.0,0.0,수,23.9,30.3,1.0,0.0,19.84,좋음
8484,2019-08-07,7,AM,100158,200562,시스마르스 보헤미안 소가죽 샌들+뮬 슬리퍼,잡화,39800,60.0,73948000.0,1858.0,2019-08-07,8.0,0.062,수,23.9,30.3,1.0,0.0,19.84,좋음
8487,2019-08-07,8,AM,100032,200047,생줄랑 14K 글로리아 목걸이 컬렉션 8종,잡화,99000,60.0,82854000.0,837.0,2019-08-07,8.0,0.034,수,23.9,30.3,1.0,0.0,19.84,좋음
8489,2019-08-07,9,AM,100021,200031,AAD 소가죽 투웨이 샌들,잡화,29000,60.0,92695000.0,3197.0,2019-08-07,8.0,0.027999999999999997,수,23.9,30.3,1.0,0.0,19.84,좋음
8492,2019-08-07,10,AM,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,55900,60.0,127418000.0,2280.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8501,2019-08-07,11,AM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,165183000.0,5346.0,2019-08-07,8.0,0.025,수,23.9,30.3,1.0,0.0,19.84,좋음
8507,2019-08-07,12,PM,100475,201446,초특가  파뷔에 팬지 대형 후라이팬 세트,주방,59800,60.0,102781000.0,1719.0,2019-08-07,8.0,0.017,수,23.9,30.3,1.0,0.0,19.84,좋음
8466,2019-08-07,13,PM,100489,201469,삭루츠 더플백(여행가방)(TQ49),잡화,98000,60.0,19557000.0,200.0,2019-08-07,8.0,0.057999999999999996,수,23.9,30.3,1.0,0.0,19.84,좋음
8467,2019-08-07,13,PM,100489,201472,삭루츠 크로스바디백(TQ11),잡화,52000,60.0,32576000.0,627.0,2019-08-07,8.0,0.057999999999999996,수,23.9,30.3,1.0,0.0,19.84,좋음
8468,2019-08-07,13,PM,100489,201477,삭루츠 호보백(TQ48),잡화,58000,60.0,31977000.0,552.0,2019-08-07,8.0,0.057999999999999996,수,23.9,30.3,1.0,0.0,19.84,좋음
8469,2019-08-07,14,PM,100447,201375,안지 청풍 대자리,침구,50900,60.0,74142000.0,1457.0,2019-08-07,8.0,0.019,수,23.9,30.3,1.0,0.0,19.84,좋음
8470,2019-08-07,15,PM,100786,202304,[루이띠에] 18K 베르니아  반지,잡화,750000,60.2,8114000.0,11.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8471,2019-08-07,15,PM,100786,202305,[루이띠에] 18K 베르니아 귀걸이,잡화,490000,60.2,10565000.0,22.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8472,2019-08-07,15,PM,100786,202306,[루이띠에] 18K 베르니아 목걸이,잡화,790000,60.2,32168000.0,41.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8473,2019-08-07,15,PM,100786,202307,[루이띠에] 18K 베르니아 목걸이 팔찌 세트,잡화,2090000,60.2,13504000.0,7.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8474,2019-08-07,15,PM,100786,202308,[루이띠에] 18K 베르니아 주얼리 세트,잡화,2990000,60.2,159890000.0,54.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8475,2019-08-07,15,PM,100786,202309,[루이띠에] 18K 베르니아 팔찌,잡화,1350000,60.2,46257000.0,35.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8476,2019-08-07,15,PM,100786,202310,[루이띠에] 18K 베르니아 팔찌 반지 세트,잡화,2030000,60.2,8779000.0,5.0,2019-08-07,8.0,0.046,수,23.9,30.3,1.0,0.0,19.84,좋음
8477,2019-08-07,16,PM,100849,202510,멋진밥상 흥양농협 쌀 20kg,농수축,59900,60.0,159368000.0,2661.0,2019-08-07,8.0,0.036000000000000004,수,23.9,30.3,1.0,0.0,19.84,좋음
8478,2019-08-07,17,PM,100448,201376,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,60.0,34898000.0,197.0,2019-08-07,8.0,0.033,수,23.9,30.3,1.0,0.0,19.84,좋음
8479,2019-08-07,17,PM,100448,201377,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,60.0,11391000.0,73.0,2019-08-07,8.0,0.033,수,23.9,30.3,1.0,0.0,19.84,좋음
8480,2019-08-07,17,PM,100448,201378,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,45877000.0,274.0,2019-08-07,8.0,0.033,수,23.9,30.3,1.0,0.0,19.84,좋음
8481,2019-08-07,17,PM,100448,201379,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,60.0,28842000.0,195.0,2019-08-07,8.0,0.033,수,23.9,30.3,1.0,0.0,19.84,좋음
8483,2019-08-07,18,PM,100588,201806,"창녕 마늘양파듬뿍삼계탕 1kg, 6팩",농수축,39900,60.0,92519000.0,2319.0,2019-08-07,8.0,0.161,수,23.9,30.3,1.0,0.0,19.84,좋음
8485,2019-08-07,19,PM,100517,201582,일시불 해피콜  IH 진공 스텐 냄비,주방,110000,60.0,44941000.0,409.0,2019-08-07,8.0,0.017,수,23.9,30.3,1.0,0.0,19.84,좋음
8486,2019-08-07,19,PM,100517,201584,해피콜  IH 진공 스텐 냄비 에디션,주방,119000,60.0,22090000.0,186.0,2019-08-07,8.0,0.017,수,23.9,30.3,1.0,0.0,19.84,좋음
8488,2019-08-07,20,PM,100416,201320,코몽트 남성 프린트티셔츠8종,의류,39900,60.0,124733000.0,3127.0,2019-08-07,8.0,0.008,수,23.9,30.3,1.0,0.0,19.84,좋음
8490,2019-08-07,21,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,71086000.0,146.0,2019-08-07,8.0,0.022000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8491,2019-08-07,21,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,82617000.0,189.0,2019-08-07,8.0,0.022000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8493,2019-08-07,22,PM,100148,200436,무이자 LG 울트라HD TV 55UK6800HNC,가전,1330000,60.0,31133000.0,24.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8494,2019-08-07,22,PM,100148,200445,무이자 LG 울트라HD TV 65UK6800HNC,가전,1920000,60.0,22488000.0,12.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8495,2019-08-07,22,PM,100148,200454,무이자 LG 울트라HD TV 70UK7400KNA,가전,2690000,60.0,0.0,0.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8496,2019-08-07,22,PM,100148,200458,무이자 LG 울트라HD TV 75UK7400KNA,가전,3190000,60.0,22464000.0,8.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8497,2019-08-07,22,PM,100148,200503,일시불 LG 울트라HD TV 55UK6800HNC,가전,1200000,60.0,39212000.0,33.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8498,2019-08-07,22,PM,100148,200512,일시불 LG 울트라HD TV 65UK6800HNC,가전,1690000,60.0,35508000.0,22.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8499,2019-08-07,22,PM,100148,200521,일시불 LG 울트라HD TV 70UK7400KNA,가전,2400000,60.0,0.0,0.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8500,2019-08-07,22,PM,100148,200526,일시불 LG 울트라HD TV 75UK7400KNA,가전,2900000,60.0,20354000.0,8.0,2019-08-07,8.0,0.026000000000000002,수,23.9,30.3,1.0,0.0,19.84,좋음
8502,2019-08-07,23,PM,100763,202218,무이자  2019년 타이거 충전식 무선 예초기,생활용품,128000,60.0,9186000.0,72.0,2019-08-07,8.0,0.069,수,23.9,30.3,1.0,0.0,19.84,좋음
8503,2019-08-07,23,PM,100763,202219,무이자 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,167000,60.0,44407000.0,266.0,2019-08-07,8.0,0.069,수,23.9,30.3,1.0,0.0,19.84,좋음
8504,2019-08-07,23,PM,100763,202220,일시불 2019년 타이거 충전식 무선 예초기,생활용품,122000,60.0,27637000.0,227.0,2019-08-07,8.0,0.069,수,23.9,30.3,1.0,0.0,19.84,좋음
8505,2019-08-07,23,PM,100763,202221,일시불 2019년 타이거 충전식 무선 예초기+배터리 1개,생활용품,159000,60.0,71909000.0,453.0,2019-08-07,8.0,0.069,수,23.9,30.3,1.0,0.0,19.84,좋음
8534,2019-08-08,0,AM,100097,200265,무이자 올리고 가스와이드그릴레인지 프리미엄형,주방,129000,60.0,29437000.0,229.0,2019-08-08,8.0,0.065,목,25.9,32.7,0.0,0.0,40.72,보통
8535,2019-08-08,0,AM,100097,200269,일시불 올리고 가스와이드그릴  프리미엄형,주방,119000,60.0,65506000.0,551.0,2019-08-08,8.0,0.065,목,25.9,32.7,0.0,0.0,40.72,보통
8508,2019-08-08,1,AM,100348,201089,벨레즈온 브라캡 심리스 원피스 패키지,속옷,29900,55.16666666666666,50626000.0,1694.0,2019-08-08,8.0,0.016,목,25.9,32.7,0.0,0.0,40.72,보통
8514,2019-08-08,6,AM,100237,200807,이지엔 슬라이더 지퍼백,주방,39800,60.0,48547000.0,1220.0,2019-08-08,8.0,0.0,목,25.9,32.7,0.0,0.0,40.72,보통
8516,2019-08-08,7,AM,100456,201407,NNF 와이드데님팬츠 2종,의류,29000,60.0,89898000.0,3100.0,2019-08-08,8.0,0.0,목,25.9,32.7,0.0,0.0,40.72,보통
8518,2019-08-08,8,AM,100049,202047,마리노블 밍크 퍼 베스트(역시즌),의류,199000,60.0,73058000.0,368.0,2019-08-08,8.0,0.025,목,25.9,32.7,0.0,0.0,40.72,보통
8521,2019-08-08,9,AM,100085,200231, 국내제조 오슬로 IH 프라이팬 세트,주방,99000,60.0,73800000.0,746.0,2019-08-08,8.0,0.027999999999999997,목,25.9,32.7,0.0,0.0,40.72,보통
8525,2019-08-08,10,AM,100169,200583,유귀열의 The 귀한 능이 누룽지삼계탕 8팩,농수축,54900,60.0,97974000.0,1785.0,2019-08-08,8.0,0.015,목,25.9,32.7,0.0,0.0,40.72,보통
8528,2019-08-08,11,AM,100731,202132,월드컵 남성 에어러닝화+아쿠아트레킹화,잡화,34800,60.0,59388000.0,1707.0,2019-08-08,8.0,0.034,목,25.9,32.7,0.0,0.0,40.72,보통
8529,2019-08-08,11,AM,100731,202141,월드컵 여성 에어러닝화+아쿠아트레킹화,잡화,34800,60.0,56273000.0,1618.0,2019-08-08,8.0,0.034,목,25.9,32.7,0.0,0.0,40.72,보통
8536,2019-08-08,12,PM,100441,201364,오가닉뷰티 쿨 번아웃 레이스 브라세트,속옷,69900,60.0,52640000.0,754.0,2019-08-08,8.0,0.047,목,25.9,32.7,0.0,0.0,40.72,보통
8509,2019-08-08,13,PM,100255,200868,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,130720000.0,1191.0,2019-08-08,8.0,0.033,목,25.9,32.7,0.0,0.0,40.72,보통
8510,2019-08-08,14,PM,100539,201620,"[광동제약] 석류 100, 총 5박스",건강기능,69900,60.0,84035000.0,1203.0,2019-08-08,8.0,0.063,목,25.9,32.7,0.0,0.0,40.72,보통
8511,2019-08-08,15,PM,100644,201964,사용불가미리구운 자연산 바다장어 9팩,농수축,49900,60.0,125788000.0,2521.0,2019-08-08,8.0,0.065,목,25.9,32.7,0.0,0.0,40.72,보통
8512,2019-08-08,16,PM,100199,200671,소들녘 소 갈비탕 10팩,농수축,50900,60.0,118243000.0,2324.0,2019-08-08,8.0,0.021,목,25.9,32.7,0.0,0.0,40.72,보통
8513,2019-08-08,17,PM,100322,201481,국내산 손질갑오징어 9팩,농수축,49900,60.0,174239000.0,3492.0,2019-08-08,8.0,0.075,목,25.9,32.7,0.0,0.0,40.72,보통
8515,2019-08-08,18,PM,100171,200585,유귀열의 The 귀한 한우 한판 12팩,농수축,55900,60.0,98529000.0,1763.0,2019-08-08,8.0,0.006999999999999999,목,25.9,32.7,0.0,0.0,40.72,보통
8517,2019-08-08,19,PM,100074,200201,비버리힐스폴로클럽 남성기초세트(플라센타아이크림+선크림),이미용,39800,60.0,98441000.0,2474.0,2019-08-08,8.0,0.036000000000000004,목,25.9,32.7,0.0,0.0,40.72,보통
8519,2019-08-08,20,PM,100618,201917,헤드 파이로라이트 드로즈 10종 패키지(7월),속옷,59000,60.0,95337000.0,1616.0,2019-08-08,8.0,0.02,목,25.9,32.7,0.0,0.0,40.72,보통
8520,2019-08-08,20,PM,100618,201920,헤드 파이로라이트 트렁크 8종 패키지(7월),속옷,59000,60.0,24377000.0,414.0,2019-08-08,8.0,0.02,목,25.9,32.7,0.0,0.0,40.72,보통
8522,2019-08-08,21,PM,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,548000,60.0,69550000.0,127.0,2019-08-08,8.0,0.045,목,25.9,32.7,0.0,0.0,40.72,보통
8523,2019-08-08,21,PM,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,598000,60.0,43184000.0,73.0,2019-08-08,8.0,0.045,목,25.9,32.7,0.0,0.0,40.72,보통
8524,2019-08-08,21,PM,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,648000,60.0,52390000.0,81.0,2019-08-08,8.0,0.045,목,25.9,32.7,0.0,0.0,40.72,보통
8526,2019-08-08,22,PM,100155,200489,무이자 LG전자 매직스페이스 냉장고,가전,1499000,60.0,98612000.0,66.0,2019-08-08,8.0,0.054000000000000006,목,25.9,32.7,0.0,0.0,40.72,보통
