,date,hour,rate
4437,2019-07-04,21,4
4438,2019-07-04,22,4
4439,2019-07-04,23,14
4440,2019-07-05,00,47
4441,2019-07-05,01,20
4442,2019-07-05,02,4
4443,2019-07-05,03,2
4444,2019-07-05,04,0
4445,2019-07-05,05,3
4446,2019-07-05,06,0
4447,2019-07-05,07,7
4448,2019-07-05,08,0
4449,2019-07-05,09,35
4450,2019-07-05,10,4
4451,2019-07-05,11,1
4452,2019-07-05,12,6
4453,2019-07-05,13,39
4454,2019-07-05,14,28
4455,2019-07-05,15,1
4456,2019-07-05,16,2
4457,2019-07-05,17,31
4458,2019-07-05,18,6
4459,2019-07-05,19,15
4460,2019-07-05,20,23
4461,2019-07-05,21,15
4462,2019-07-05,22,17
4463,2019-07-05,23,60
4464,2019-07-06,00,6
4465,2019-07-06,01,1
4466,2019-07-06,02,2
4467,2019-07-06,03,8
4468,2019-07-06,04,3
4469,2019-07-06,05,1
4470,2019-07-06,06,8
4471,2019-07-06,07,10
4472,2019-07-06,08,8
4473,2019-07-06,09,20
4474,2019-07-06,10,9
4475,2019-07-06,11,22
4476,2019-07-06,12,14
4477,2019-07-06,13,18
4478,2019-07-06,14,8
4479,2019-07-06,15,11
4480,2019-07-06,16,21
4481,2019-07-06,17,12
4482,2019-07-06,18,19
4483,2019-07-06,19,4
4484,2019-07-06,20,2
4485,2019-07-06,21,25
4486,2019-07-06,22,11
4487,2019-07-06,23,3
4488,2019-07-07,00,6
4489,2019-07-07,01,0
4490,2019-07-07,02,22
4491,2019-07-07,03,60
4492,2019-07-07,04,43
4493,2019-07-07,05,2
4494,2019-07-07,06,0
4495,2019-07-07,07,6
4496,2019-07-07,08,7
4497,2019-07-07,09,4
4498,2019-07-07,10,11
4499,2019-07-07,11,53
4500,2019-07-07,12,3
4501,2019-07-07,13,6
4502,2019-07-07,14,38
4503,2019-07-07,15,15
4504,2019-07-07,16,48
4505,2019-07-07,17,20
4506,2019-07-07,18,60
4507,2019-07-07,19,49
4508,2019-07-07,20,7
4509,2019-07-07,21,17
4510,2019-07-07,22,7
4511,2019-07-07,23,4
4512,2019-07-08,00,12
4513,2019-07-08,01,12
4514,2019-07-08,02,0
4515,2019-07-08,03,30
4516,2019-07-08,04,36
4517,2019-07-08,05,58
4518,2019-07-08,06,21
4519,2019-07-08,07,10
4520,2019-07-08,08,3
4521,2019-07-08,09,3
4522,2019-07-08,10,38
4523,2019-07-08,11,60
4524,2019-07-08,12,60
4525,2019-07-08,13,19
4526,2019-07-08,14,56
4527,2019-07-08,15,57
4528,2019-07-08,16,3
4529,2019-07-08,17,6
4530,2019-07-08,18,10
4531,2019-07-08,19,11
4532,2019-07-08,20,7
4533,2019-07-08,21,2
4534,2019-07-08,22,7
4535,2019-07-08,23,0
4536,2019-07-09,00,9
4537,2019-07-09,01,2
4538,2019-07-09,02,12
4539,2019-07-09,03,9
4540,2019-07-09,04,0
4541,2019-07-09,05,5
4542,2019-07-09,06,5
4543,2019-07-09,07,9
4544,2019-07-09,08,55
4545,2019-07-09,09,38
4546,2019-07-09,10,40
4547,2019-07-09,11,60
4548,2019-07-09,12,60
4549,2019-07-09,13,17
4550,2019-07-09,14,6
4551,2019-07-09,15,16
4552,2019-07-09,16,4
4553,2019-07-09,17,5
4554,2019-07-09,18,7
4555,2019-07-09,19,8
4556,2019-07-09,20,3
4557,2019-07-09,21,3
4558,2019-07-09,22,26
4559,2019-07-09,23,5
4560,2019-07-10,00,12
4561,2019-07-10,01,0
4562,2019-07-10,02,0
4563,2019-07-10,03,1
4564,2019-07-10,04,22
4565,2019-07-10,05,0
4566,2019-07-10,06,4
4567,2019-07-10,07,2
4568,2019-07-10,08,4
4569,2019-07-10,09,1
4570,2019-07-10,10,2
4571,2019-07-10,11,13
4572,2019-07-10,12,3
4573,2019-07-10,13,28
4574,2019-07-10,14,6
4575,2019-07-10,15,35
4576,2019-07-10,16,60
4577,2019-07-10,17,26
4578,2019-07-10,18,28
4579,2019-07-10,19,34
4580,2019-07-10,20,45
4581,2019-07-10,21,60
4582,2019-07-10,22,22
4583,2019-07-10,23,6
4584,2019-07-11,00,1
4585,2019-07-11,01,4
4586,2019-07-11,02,5
4587,2019-07-11,03,18
4588,2019-07-11,04,0
4589,2019-07-11,05,2
4590,2019-07-11,06,3
4591,2019-07-11,07,3
4592,2019-07-11,08,10
4593,2019-07-11,09,6
4594,2019-07-11,10,2
4595,2019-07-11,11,11
4596,2019-07-11,12,60
4597,2019-07-11,13,24
4598,2019-07-11,14,13
4599,2019-07-11,15,21
4600,2019-07-11,16,60
4601,2019-07-11,17,60
4602,2019-07-11,18,60
4603,2019-07-11,19,58
4604,2019-07-11,20,60
4605,2019-07-11,21,45
4606,2019-07-11,22,1
4607,2019-07-11,23,6
4608,2019-07-12,00,34
4609,2019-07-12,01,1
4610,2019-07-12,02,1
4611,2019-07-12,03,0
4612,2019-07-12,04,1
4613,2019-07-12,05,3
4614,2019-07-12,06,6
4615,2019-07-12,07,1
4616,2019-07-12,08,30
4617,2019-07-12,09,30
4618,2019-07-12,10,36
4619,2019-07-12,11,19
4620,2019-07-12,12,9
4621,2019-07-12,13,15
4622,2019-07-12,14,46
4623,2019-07-12,15,11
4624,2019-07-12,16,6
4625,2019-07-12,17,19
4626,2019-07-12,18,13
4627,2019-07-12,19,9
4628,2019-07-12,20,17
4629,2019-07-12,21,60
4630,2019-07-12,22,56
4631,2019-07-12,23,3
4632,2019-07-13,00,20
4633,2019-07-13,01,3
4634,2019-07-13,02,1
4635,2019-07-13,03,1
4636,2019-07-13,04,3
4637,2019-07-13,05,0
4638,2019-07-13,06,4
4639,2019-07-13,07,5
4640,2019-07-13,08,2
4641,2019-07-13,09,17
4642,2019-07-13,10,22
4643,2019-07-13,11,5
4644,2019-07-13,12,4
4645,2019-07-13,13,4
4646,2019-07-13,14,10
4647,2019-07-13,15,48
4648,2019-07-13,16,47
4649,2019-07-13,17,16
4650,2019-07-13,18,59
4651,2019-07-13,19,23
4652,2019-07-13,20,2
4653,2019-07-13,21,1
4654,2019-07-13,22,6
4655,2019-07-13,23,2
4656,2019-07-14,00,40
4657,2019-07-14,01,16
4658,2019-07-14,02,0
4659,2019-07-14,03,1
4660,2019-07-14,04,26
4661,2019-07-14,05,1
4662,2019-07-14,06,9
4663,2019-07-14,07,7
4664,2019-07-14,08,3
4665,2019-07-14,09,26
4666,2019-07-14,10,33
4667,2019-07-14,11,9
4668,2019-07-14,12,55
4669,2019-07-14,13,60
4670,2019-07-14,14,60
4671,2019-07-14,15,44
4672,2019-07-14,16,23
4673,2019-07-14,17,5
4674,2019-07-14,18,19
4675,2019-07-14,19,1
4676,2019-07-14,20,12
4677,2019-07-14,21,9
4678,2019-07-14,22,3
4679,2019-07-14,23,59
4680,2019-07-15,00,12
4681,2019-07-15,01,19
4682,2019-07-15,02,2
4683,2019-07-15,03,0
4684,2019-07-15,04,0
4685,2019-07-15,05,0
4686,2019-07-15,06,9
4687,2019-07-15,07,13
4688,2019-07-15,08,29
4689,2019-07-15,09,9
4690,2019-07-15,10,2
4691,2019-07-15,11,1
4692,2019-07-15,12,11
4693,2019-07-15,13,9
4694,2019-07-15,14,17
4695,2019-07-15,15,28
4696,2019-07-15,16,26
4697,2019-07-15,17,29
4698,2019-07-15,18,24
4699,2019-07-15,19,18
4700,2019-07-15,20,10
4701,2019-07-15,21,1
4702,2019-07-15,22,2
4703,2019-07-15,23,5
4704,2019-07-16,00,5
4705,2019-07-16,01,2
4706,2019-07-16,02,60
4707,2019-07-16,03,60
4708,2019-07-16,04,0
4709,2019-07-16,05,7
4710,2019-07-16,06,7
4711,2019-07-16,07,2
4712,2019-07-16,08,3
4713,2019-07-16,09,20
4714,2019-07-16,10,11
4715,2019-07-16,11,11
4716,2019-07-16,12,7
4717,2019-07-16,13,14
4718,2019-07-16,14,16
4719,2019-07-16,15,27
4720,2019-07-16,16,16
4721,2019-07-16,17,14
4722,2019-07-16,18,1
4723,2019-07-16,19,19
4724,2019-07-16,20,11
4725,2019-07-16,21,2
4726,2019-07-16,22,5
4727,2019-07-16,23,2
4728,2019-07-17,00,11
4729,2019-07-17,01,12
4730,2019-07-17,02,1
4731,2019-07-17,03,2
4732,2019-07-17,04,2
4733,2019-07-17,05,2
4734,2019-07-17,06,3
4735,2019-07-17,07,4
4736,2019-07-17,08,6
4737,2019-07-17,09,57
4738,2019-07-17,10,34
4739,2019-07-17,11,5
4740,2019-07-17,12,20
4741,2019-07-17,13,15
4742,2019-07-17,14,37
4743,2019-07-17,15,5
4744,2019-07-17,16,7
4745,2019-07-17,17,18
4746,2019-07-17,18,4
4747,2019-07-17,19,6
4748,2019-07-17,20,15
4749,2019-07-17,21,52
4750,2019-07-17,22,20
4751,2019-07-17,23,42
4752,2019-07-18,00,3
4753,2019-07-18,01,8
4754,2019-07-18,02,9
4755,2019-07-18,03,0
4756,2019-07-18,04,1
4757,2019-07-18,05,2
4758,2019-07-18,06,6
4759,2019-07-18,07,11
4760,2019-07-18,08,4
4761,2019-07-18,09,24
4762,2019-07-18,10,10
4763,2019-07-18,11,0
4764,2019-07-18,12,4
4765,2019-07-18,13,6
4766,2019-07-18,14,20
4767,2019-07-18,15,41
4768,2019-07-18,16,3
4769,2019-07-18,17,0
4770,2019-07-18,18,13
4771,2019-07-18,19,60
4772,2019-07-18,20,60
4773,2019-07-18,21,51
4774,2019-07-18,22,3
4775,2019-07-18,23,7
4776,2019-07-19,00,18
4777,2019-07-19,01,12
4778,2019-07-19,02,5
4779,2019-07-19,03,12
4780,2019-07-19,04,2
4781,2019-07-19,05,0
4782,2019-07-19,06,4
4783,2019-07-19,07,6
4784,2019-07-19,08,7
4785,2019-07-19,09,5
4786,2019-07-19,10,29
4787,2019-07-19,11,10
4788,2019-07-19,12,6
4789,2019-07-19,13,4
4790,2019-07-19,14,5
4791,2019-07-19,15,32
4792,2019-07-19,16,35
4793,2019-07-19,17,45
4794,2019-07-19,18,6
4795,2019-07-19,19,4
4796,2019-07-19,20,2
4797,2019-07-19,21,2
4798,2019-07-19,22,10
4799,2019-07-19,23,24
4800,2019-07-20,00,29
4801,2019-07-20,01,9
4802,2019-07-20,02,3
4803,2019-07-20,03,0
4804,2019-07-20,04,9
4805,2019-07-20,05,0
4806,2019-07-20,06,5
4807,2019-07-20,07,8
4808,2019-07-20,08,19
4809,2019-07-20,09,4
4810,2019-07-20,10,43
4811,2019-07-20,11,0
4812,2019-07-20,12,7
4813,2019-07-20,13,2
4814,2019-07-20,14,18
4815,2019-07-20,15,39
4816,2019-07-20,16,6
4817,2019-07-20,17,6
4818,2019-07-20,18,47
4819,2019-07-20,19,10
4820,2019-07-20,20,22
4821,2019-07-20,21,6
4822,2019-07-20,22,7
4823,2019-07-20,23,13
4824,2019-07-21,00,5
4825,2019-07-21,01,0
4826,2019-07-21,02,1
4827,2019-07-21,03,7
4828,2019-07-21,04,4
4829,2019-07-21,05,16
4830,2019-07-21,06,2
4831,2019-07-21,07,14
4832,2019-07-21,08,26
4833,2019-07-21,09,7
4834,2019-07-21,10,49
4835,2019-07-21,11,0
4836,2019-07-21,12,5
4837,2019-07-21,13,21
4838,2019-07-21,14,42
4839,2019-07-21,15,60
4840,2019-07-21,16,41
4841,2019-07-21,17,21
4842,2019-07-21,18,5
4843,2019-07-21,19,27
4844,2019-07-21,20,17
4845,2019-07-21,21,3
4846,2019-07-21,22,2
4847,2019-07-21,23,8
4848,2019-07-22,00,7
4849,2019-07-22,01,0
4850,2019-07-22,02,17
4851,2019-07-22,03,44
4852,2019-07-22,04,0
4853,2019-07-22,05,5
4854,2019-07-22,06,4
4855,2019-07-22,07,15
4856,2019-07-22,08,5
4857,2019-07-22,09,7
4858,2019-07-22,10,7
4859,2019-07-22,11,5
4860,2019-07-22,12,36
4861,2019-07-22,13,28
4862,2019-07-22,14,25
4863,2019-07-22,15,23
4864,2019-07-22,16,20
4865,2019-07-22,17,3
4866,2019-07-22,18,6
4867,2019-07-22,19,8
4868,2019-07-22,20,0
4869,2019-07-22,21,0
4870,2019-07-22,22,4
4871,2019-07-22,23,2
4872,2019-07-23,00,4
4873,2019-07-23,01,0
4874,2019-07-23,02,0
4875,2019-07-23,03,2
4876,2019-07-23,04,3
4877,2019-07-23,05,1
4878,2019-07-23,06,8
4879,2019-07-23,07,0
4880,2019-07-23,08,38
4881,2019-07-23,09,13
4882,2019-07-23,10,1
4883,2019-07-23,11,2
4884,2019-07-23,12,2
4885,2019-07-23,13,29
4886,2019-07-23,14,22
4887,2019-07-23,15,13
4888,2019-07-23,16,11
4889,2019-07-23,17,5
4890,2019-07-23,18,11
4891,2019-07-23,19,26
4892,2019-07-23,20,10
4893,2019-07-23,21,40
4894,2019-07-23,22,30
4895,2019-07-23,23,26
4896,2019-07-24,00,60
4897,2019-07-24,01,60
4898,2019-07-24,02,51
4899,2019-07-24,03,60
4900,2019-07-24,04,60
4901,2019-07-24,05,20
4902,2019-07-24,06,4
4903,2019-07-24,07,0
4904,2019-07-24,08,9
4905,2019-07-24,09,2
4906,2019-07-24,10,33
4907,2019-07-24,11,10
4908,2019-07-24,12,36
4909,2019-07-24,13,14
4910,2019-07-24,14,0
4911,2019-07-24,15,0
4912,2019-07-24,16,2
4913,2019-07-24,17,53
4914,2019-07-24,18,37
4915,2019-07-24,19,9
4916,2019-07-24,20,11
4917,2019-07-24,21,15
4918,2019-07-24,22,20
4919,2019-07-24,23,51
4920,2019-07-25,00,10
4921,2019-07-25,01,0
4922,2019-07-25,02,60
4923,2019-07-25,03,32
4924,2019-07-25,04,0
4925,2019-07-25,05,0
4926,2019-07-25,06,10
4927,2019-07-25,07,6
4928,2019-07-25,08,5
4929,2019-07-25,09,30
4930,2019-07-25,10,10
4931,2019-07-25,11,9
4932,2019-07-25,12,18
4933,2019-07-25,13,14
4934,2019-07-25,14,36
4935,2019-07-25,15,54
4936,2019-07-25,16,12
4937,2019-07-25,17,26
4938,2019-07-25,18,60
4939,2019-07-25,19,60
4940,2019-07-25,20,54
4941,2019-07-25,21,28
4942,2019-07-25,22,8
4943,2019-07-25,23,8
4944,2019-07-26,00,30
4945,2019-07-26,01,2
4946,2019-07-26,02,3
4947,2019-07-26,03,0
4948,2019-07-26,04,1
4949,2019-07-26,05,4
4950,2019-07-26,06,8
4951,2019-07-26,07,38
4952,2019-07-26,08,15
4953,2019-07-26,09,29
4954,2019-07-26,10,17
4955,2019-07-26,11,14
4956,2019-07-26,12,40
4957,2019-07-26,13,56
4958,2019-07-26,14,50
4959,2019-07-26,15,51
4960,2019-07-26,16,38
4961,2019-07-26,17,17
4962,2019-07-26,18,26
4963,2019-07-26,19,6
4964,2019-07-26,20,28
4965,2019-07-26,21,1
4966,2019-07-26,22,16
4967,2019-07-26,23,24
4968,2019-07-27,00,5
4969,2019-07-27,01,5
4970,2019-07-27,02,56
4971,2019-07-27,03,27
4972,2019-07-27,04,1
4973,2019-07-27,05,0
4974,2019-07-27,06,1
4975,2019-07-27,07,0
4976,2019-07-27,08,9
4977,2019-07-27,09,12
4978,2019-07-27,10,3
4979,2019-07-27,11,2
4980,2019-07-27,12,12
4981,2019-07-27,13,40
4982,2019-07-27,14,60
4983,2019-07-27,15,51
4984,2019-07-27,16,24
4985,2019-07-27,17,29
4986,2019-07-27,18,3
4987,2019-07-27,19,2
4988,2019-07-27,20,10
4989,2019-07-27,21,12
4990,2019-07-27,22,4
4991,2019-07-27,23,12
4992,2019-07-28,00,21
4993,2019-07-28,01,0
4994,2019-07-28,02,22
4995,2019-07-28,03,7
4996,2019-07-28,04,16
4997,2019-07-28,05,0
4998,2019-07-28,06,3
4999,2019-07-28,07,49
5000,2019-07-28,08,39
5001,2019-07-28,09,10
5002,2019-07-28,10,9
5003,2019-07-28,11,13
5004,2019-07-28,12,46
5005,2019-07-28,13,25
5006,2019-07-28,14,6
5007,2019-07-28,15,16
5008,2019-07-28,16,9
5009,2019-07-28,17,32
5010,2019-07-28,18,16
5011,2019-07-28,19,21
5012,2019-07-28,20,2
5013,2019-07-28,21,2
5014,2019-07-28,22,4
5015,2019-07-28,23,16
5016,2019-07-29,00,23
5017,2019-07-29,01,9
5018,2019-07-29,02,1
5019,2019-07-29,03,3
5020,2019-07-29,04,8
5021,2019-07-29,05,0
5022,2019-07-29,06,3
5023,2019-07-29,07,36
5024,2019-07-29,08,2
5025,2019-07-29,09,4
5026,2019-07-29,10,10
5027,2019-07-29,11,17
5028,2019-07-29,12,11
5029,2019-07-29,13,60
5030,2019-07-29,14,60
5031,2019-07-29,15,55
5032,2019-07-29,16,5
5033,2019-07-29,17,4
5034,2019-07-29,18,2
5035,2019-07-29,19,3
5036,2019-07-29,20,12
5037,2019-07-29,21,2
5038,2019-07-29,22,10
5039,2019-07-29,23,2
5040,2019-07-30,00,14
5041,2019-07-30,01,41
5042,2019-07-30,02,3
5043,2019-07-30,03,0
5044,2019-07-30,04,0
5045,2019-07-30,05,1
5046,2019-07-30,06,6
5047,2019-07-30,07,19
5048,2019-07-30,08,21
5049,2019-07-30,09,3
5050,2019-07-30,10,45
5051,2019-07-30,11,26
5052,2019-07-30,12,13
5053,2019-07-30,13,3
5054,2019-07-30,14,45
5055,2019-07-30,15,47
5056,2019-07-30,16,17
5057,2019-07-30,17,7
5058,2019-07-30,18,31
5059,2019-07-30,19,0
5060,2019-07-30,20,29
5061,2019-07-30,21,16
5062,2019-07-30,22,11
5063,2019-07-30,23,14
5064,2019-07-31,00,60
5065,2019-07-31,01,36
5066,2019-07-31,02,14
5067,2019-07-31,03,21
5068,2019-07-31,04,3
5069,2019-07-31,05,4
5070,2019-07-31,06,43
5071,2019-07-31,07,25
5072,2019-07-31,08,11
5073,2019-07-31,09,15
5074,2019-07-31,10,2
5075,2019-07-31,11,14
5076,2019-07-31,12,4
5077,2019-07-31,13,3
5078,2019-07-31,14,9
5079,2019-07-31,15,37
5080,2019-07-31,16,30
5081,2019-07-31,17,30
5082,2019-07-31,18,11
5083,2019-07-31,19,5
5084,2019-07-31,20,3
5085,2019-07-31,21,1
5086,2019-07-31,22,14
5087,2019-07-31,23,17
5088,2019-08-01,00,60
5089,2019-08-01,01,58
5090,2019-08-01,02,27
5091,2019-08-01,03,0
5092,2019-08-01,04,3
5093,2019-08-01,05,0
5094,2019-08-01,06,2
5095,2019-08-01,07,3
5096,2019-08-01,08,9
5097,2019-08-01,09,17
5098,2019-08-01,10,6
5099,2019-08-01,11,17
5100,2019-08-01,12,20
5101,2019-08-01,13,31
5102,2019-08-01,14,11
5103,2019-08-01,15,0
5104,2019-08-01,16,4
5105,2019-08-01,17,28
5106,2019-08-01,18,24
5107,2019-08-01,19,6
5108,2019-08-01,20,9
5109,2019-08-01,21,8
5110,2019-08-01,22,10
5111,2019-08-01,23,18
5112,2019-08-02,00,6
5113,2019-08-02,01,3
5114,2019-08-02,02,60
5115,2019-08-02,03,12
5116,2019-08-02,04,0
5117,2019-08-02,05,1
5118,2019-08-02,06,3
5119,2019-08-02,07,13
5120,2019-08-02,08,8
5121,2019-08-02,09,4
5122,2019-08-02,10,10
5123,2019-08-02,11,10
5124,2019-08-02,12,25
5125,2019-08-02,13,2
5126,2019-08-02,14,16
5127,2019-08-02,15,56
5128,2019-08-02,16,19
5129,2019-08-02,17,8
5130,2019-08-02,18,18
5131,2019-08-02,19,14
5132,2019-08-02,20,49
5133,2019-08-02,21,6
5134,2019-08-02,22,18
5135,2019-08-02,23,17
5136,2019-08-03,00,9
5137,2019-08-03,01,2
5138,2019-08-03,02,0
5139,2019-08-03,03,1
5140,2019-08-03,04,0
5141,2019-08-03,05,6
5142,2019-08-03,06,0
5143,2019-08-03,07,18
5144,2019-08-03,08,44
5145,2019-08-03,09,14
5146,2019-08-03,10,40
5147,2019-08-03,11,11
5148,2019-08-03,12,43
5149,2019-08-03,13,60
5150,2019-08-03,14,49
5151,2019-08-03,15,13
5152,2019-08-03,16,60
5153,2019-08-03,17,32
5154,2019-08-03,18,10
5155,2019-08-03,19,14
5156,2019-08-03,20,50
5157,2019-08-03,21,7
5158,2019-08-03,22,11
5159,2019-08-03,23,14
5160,2019-08-04,00,31
5161,2019-08-04,01,3
5162,2019-08-04,02,13
5163,2019-08-04,03,1
5164,2019-08-04,04,0
5165,2019-08-04,05,0
5166,2019-08-04,06,3
5167,2019-08-04,07,13
5168,2019-08-04,08,2
5169,2019-08-04,09,41
5170,2019-08-04,10,10
5171,2019-08-04,11,23
5172,2019-08-04,12,6
5173,2019-08-04,13,11
5174,2019-08-04,14,33
5175,2019-08-04,15,35
5176,2019-08-04,16,7
5177,2019-08-04,17,36
5178,2019-08-04,18,4
5179,2019-08-04,19,22
5180,2019-08-04,20,13
5181,2019-08-04,21,41
5182,2019-08-04,22,29
5183,2019-08-04,23,34
5184,2019-08-05,00,2
5185,2019-08-05,01,2
5186,2019-08-05,02,31
5187,2019-08-05,03,32
5188,2019-08-05,04,0
5189,2019-08-05,05,6
5190,2019-08-05,06,1
5191,2019-08-05,07,23
5192,2019-08-05,08,1
5193,2019-08-05,09,5
5194,2019-08-05,10,1
5195,2019-08-05,11,17
5196,2019-08-05,12,12
5197,2019-08-05,13,2
5198,2019-08-05,14,21
5199,2019-08-05,15,22
5200,2019-08-05,16,8
5201,2019-08-05,17,2
5202,2019-08-05,18,6
5203,2019-08-05,19,2
5204,2019-08-05,20,10
5205,2019-08-05,21,2
5206,2019-08-05,22,17
5207,2019-08-05,23,12
5208,2019-08-06,00,6
5209,2019-08-06,01,12
5210,2019-08-06,02,12
5211,2019-08-06,03,37
5212,2019-08-06,04,0
5213,2019-08-06,05,2
5214,2019-08-06,06,6
5215,2019-08-06,07,0
5216,2019-08-06,08,3
5217,2019-08-06,09,13
5218,2019-08-06,10,2
5219,2019-08-06,11,6
5220,2019-08-06,12,26
5221,2019-08-06,13,6
5222,2019-08-06,14,36
5223,2019-08-06,15,24
5224,2019-08-06,16,40
5225,2019-08-06,17,7
5226,2019-08-06,18,2
5227,2019-08-06,19,7
5228,2019-08-06,20,19
5229,2019-08-06,21,7
5230,2019-08-06,22,21
5231,2019-08-06,23,5
5232,2019-08-07,00,60
5233,2019-08-07,01,17
5234,2019-08-07,02,0
5235,2019-08-07,03,25
5236,2019-08-07,04,9
5237,2019-08-07,05,5
5238,2019-08-07,06,0
5239,2019-08-07,07,13
5240,2019-08-07,08,9
5241,2019-08-07,09,5
5242,2019-08-07,10,3
5243,2019-08-07,11,25
5244,2019-08-07,12,22
5245,2019-08-07,13,27
5246,2019-08-07,14,5
5247,2019-08-07,15,6
5248,2019-08-07,16,30
5249,2019-08-07,17,19
5250,2019-08-07,18,27
5251,2019-08-07,19,10
5252,2019-08-07,20,1
5253,2019-08-07,21,3
5254,2019-08-07,22,8
5255,2019-08-07,23,54
5256,2019-08-08,00,17
5257,2019-08-08,01,26
5258,2019-08-08,02,1
5259,2019-08-08,03,1
5260,2019-08-08,04,1
5261,2019-08-08,05,0
5262,2019-08-08,06,0
5263,2019-08-08,07,0
5264,2019-08-08,08,5
5265,2019-08-08,09,8
5266,2019-08-08,10,6
5267,2019-08-08,11,42
5268,2019-08-08,12,7
5269,2019-08-08,13,12
5270,2019-08-08,14,4
5271,2019-08-08,15,5
5272,2019-08-08,16,22
5273,2019-08-08,17,60
5274,2019-08-08,18,15
5275,2019-08-08,19,4
5276,2019-08-08,20,3
5277,2019-08-08,21,33
5278,2019-08-08,22,36
5279,2019-08-08,23,26
5280,2019-08-09,00,5
5281,2019-08-09,01,2
5282,2019-08-09,02,6
5283,2019-08-09,03,1
5284,2019-08-09,04,3
5285,2019-08-09,05,3
5286,2019-08-09,06,3
5287,2019-08-09,07,10
5288,2019-08-09,08,6
5289,2019-08-09,09,3
5290,2019-08-09,10,2
5291,2019-08-09,11,16
5292,2019-08-09,12,3
5293,2019-08-09,13,19
5294,2019-08-09,14,9
5295,2019-08-09,15,12
5296,2019-08-09,16,21
5297,2019-08-09,17,26
5298,2019-08-09,18,31
5299,2019-08-09,19,3
5300,2019-08-09,20,9
5301,2019-08-09,21,25
5302,2019-08-09,22,44
5303,2019-08-09,23,6
5304,2019-08-10,00,14
5305,2019-08-10,01,17
5306,2019-08-10,02,9
5307,2019-08-10,03,30
5308,2019-08-10,04,7
5309,2019-08-10,05,1
5310,2019-08-10,06,15
5311,2019-08-10,07,4
5312,2019-08-10,08,10
5313,2019-08-10,09,9
5314,2019-08-10,10,30
5315,2019-08-10,11,49
5316,2019-08-10,12,5
5317,2019-08-10,13,12
5318,2019-08-10,14,25
5319,2019-08-10,15,15
5320,2019-08-10,16,24
5321,2019-08-10,17,2
5322,2019-08-10,18,4
5323,2019-08-10,19,16
5324,2019-08-10,20,4
5325,2019-08-10,21,26
5326,2019-08-10,22,26
5327,2019-08-10,23,0
5328,2019-08-11,00,30
5329,2019-08-11,01,41
5330,2019-08-11,02,0
5331,2019-08-11,03,0
5332,2019-08-11,04,0
5333,2019-08-11,05,4
5334,2019-08-11,06,1
5335,2019-08-11,07,5
5336,2019-08-11,08,21
5337,2019-08-11,09,3
5338,2019-08-11,10,58
5339,2019-08-11,11,60
5340,2019-08-11,12,19
5341,2019-08-11,13,60
5342,2019-08-11,14,60
5343,2019-08-11,15,60
5344,2019-08-11,16,60
5345,2019-08-11,17,23
5346,2019-08-11,18,10
5347,2019-08-11,19,13
5348,2019-08-11,20,5
5349,2019-08-11,21,2
5350,2019-08-11,22,3
5351,2019-08-11,23,14
5352,2019-08-12,00,19
5353,2019-08-12,01,3
5354,2019-08-12,02,0
5355,2019-08-12,03,2
5356,2019-08-12,04,0
5357,2019-08-12,05,0
5358,2019-08-12,06,3
5359,2019-08-12,07,2
5360,2019-08-12,08,0
5361,2019-08-12,09,46
5362,2019-08-12,10,37
5363,2019-08-12,11,58
5364,2019-08-12,12,35
5365,2019-08-12,13,16
5366,2019-08-12,14,17
5367,2019-08-12,15,8
5368,2019-08-12,16,31
5369,2019-08-12,17,36
5370,2019-08-12,18,13
5371,2019-08-12,19,3
5372,2019-08-12,20,20
5373,2019-08-12,21,5
5374,2019-08-12,22,2
5375,2019-08-12,23,5
5376,2019-08-13,00,19
5377,2019-08-13,01,18
5378,2019-08-13,02,4
5379,2019-08-13,03,5
5380,2019-08-13,04,3
5381,2019-08-13,05,6
5382,2019-08-13,06,6
5383,2019-08-13,07,16
5384,2019-08-13,08,12
5385,2019-08-13,09,8
5386,2019-08-13,10,3
5387,2019-08-13,11,4
5388,2019-08-13,12,24
5389,2019-08-13,13,5
5390,2019-08-13,14,27
5391,2019-08-13,15,2
5392,2019-08-13,16,27
5393,2019-08-13,17,46
5394,2019-08-13,18,12
5395,2019-08-13,19,52
5396,2019-08-13,20,31
5397,2019-08-13,21,26
5398,2019-08-13,22,11
5399,2019-08-13,23,6
5400,2019-08-14,00,0
5401,2019-08-14,01,0
5402,2019-08-14,02,0
5403,2019-08-14,03,0
5404,2019-08-14,04,4
5405,2019-08-14,05,0
5406,2019-08-14,06,0
5407,2019-08-14,07,3
5408,2019-08-14,08,0
5409,2019-08-14,09,22
5410,2019-08-14,10,5
5411,2019-08-14,11,10
5412,2019-08-14,12,5
5413,2019-08-14,13,14
5414,2019-08-14,14,9
5415,2019-08-14,15,4
5416,2019-08-14,16,26
5417,2019-08-14,17,17
5418,2019-08-14,18,8
5419,2019-08-14,19,1
5420,2019-08-14,20,2
5421,2019-08-14,21,5
5422,2019-08-14,22,8
5423,2019-08-14,23,5
5424,2019-08-15,00,5
5425,2019-08-15,01,0
5426,2019-08-15,02,1
5427,2019-08-15,03,0
5428,2019-08-15,04,0
5429,2019-08-15,05,4
5430,2019-08-15,06,3
5431,2019-08-15,07,13
5432,2019-08-15,08,31
5433,2019-08-15,09,14
5434,2019-08-15,10,18
5435,2019-08-15,11,9
